subject,roi_file,contrast,activity,numvox
s13,CA23DG_body_L,NeuM,-1.1461,106
s14,CA23DG_body_L,ALL,0.54944,148
s14,CA23DG_body_L,EmoR-SC,0.61155,148
s14,CA23DG_body_L,EmoR-SI,0.90598,148
s14,CA23DG_body_L,EmoK,0.47047,148
s14,CA23DG_body_L,EmoM,0.1816,148
s14,CA23DG_body_L,NeuR-SC,1.8076,148
s14,CA23DG_body_L,NeuR-SI,0.46112,148
s14,CA23DG_body_L,NeuK,0.96541,148
s14,CA23DG_body_L,NeuM,-1.1308,148
s16,CA23DG_body_L,ALL,0.87539,138
s16,CA23DG_body_L,EmoR-SC,0.80115,138
s16,CA23DG_body_L,EmoR-SI,1.5512,138
s16,CA23DG_body_L,EmoK,2.1481,138
s16,CA23DG_body_L,EmoM,-2.0503,138
s16,CA23DG_body_L,NeuR-SC,2.3802,138
s16,CA23DG_body_L,NeuR-SI,0.37818,138
s16,CA23DG_body_L,NeuK,0.30432,138
s16,CA23DG_body_L,NeuM,0.15451,138
s17,CA23DG_body_L,ALL,0.17117,131
s17,CA23DG_body_L,EmoR-SC,3.4612,131
s17,CA23DG_body_L,EmoR-SI,0.6412,131
s17,CA23DG_body_L,EmoK,0.036955,131
s17,CA23DG_body_L,EmoM,-1.2327,131
s17,CA23DG_body_L,NeuR-SC,-0.14854,131
s17,CA23DG_body_L,NeuR-SI,0.3086,131
s17,CA23DG_body_L,NeuK,-0.47513,131
s17,CA23DG_body_L,NeuM,-0.17877,131
s18,CA23DG_body_L,ALL,0.89844,151
s18,CA23DG_body_L,EmoR-SC,2.3592,151
s18,CA23DG_body_L,EmoR-SI,0.93896,151
s18,CA23DG_body_L,EmoK,-0.73517,151
s18,CA23DG_body_L,EmoM,2.1424,151
s18,CA23DG_body_L,NeuR-SC,1.4022,151
s18,CA23DG_body_L,NeuR-SI,0.55735,151
s18,CA23DG_body_L,NeuK,0.70921,151
s18,CA23DG_body_L,NeuM,-0.15492,151
s19,CA23DG_body_L,ALL,0.44032,126
s19,CA23DG_body_L,EmoR-SC,-0.32182,126
s19,CA23DG_body_L,EmoR-SI,-0.59683,126
s19,CA23DG_body_L,EmoK,-0.53073,126
s19,CA23DG_body_L,EmoM,0.52537,126
s19,CA23DG_body_L,NeuR-SC,1.4566,126
s19,CA23DG_body_L,NeuR-SI,1.4711,126
s19,CA23DG_body_L,NeuK,0.035669,126
s19,CA23DG_body_L,NeuM,1.4974,126
s20,CA23DG_body_L,ALL,-1.6277,143
s20,CA23DG_body_L,EmoR-SC,-0.71304,143
s20,CA23DG_body_L,EmoR-SI,-2.0193,143
s20,CA23DG_body_L,EmoK,-2.1577,143
s20,CA23DG_body_L,EmoM,-2.8414,143
s20,CA23DG_body_L,NeuR-SC,-2.0584,143
s20,CA23DG_body_L,NeuR-SI,-0.93691,143
s20,CA23DG_body_L,NeuK,-1.0728,143
s20,CA23DG_body_L,NeuM,-1.0839,143
s21,CA23DG_body_L,ALL,-0.66021,118
s21,CA23DG_body_L,EmoR-SC,-0.59285,118
s21,CA23DG_body_L,EmoR-SI,0.018436,118
s21,CA23DG_body_L,EmoK,-0.71916,118
s21,CA23DG_body_L,EmoK,-0.71916,118
s21,CA23DG_body_L,NeuR-SC,-1.1773,118
s21,CA23DG_body_L,NeuR-SI,-1.1242,118
s21,CA23DG_body_L,NeuK,-0.4456,118
s21,CA23DG_body_L,NeuM,-0.18353,118
s22,CA23DG_body_L,ALL,1.1464,160
s22,CA23DG_body_L,EmoR-SC,1.1058,160
s22,CA23DG_body_L,EmoR-SI,1.6318,160
s22,CA23DG_body_L,EmoK,2.0588,160
s22,CA23DG_body_L,EmoM,0.39755,160
s22,CA23DG_body_L,NeuR-SC,2.1474,160
s22,CA23DG_body_L,NeuR-SI,0.37723,160
s22,CA23DG_body_L,NeuK,1.3796,160
s22,CA23DG_body_L,NeuM,-0.14121,160
s23,CA23DG_body_L,ALL,1.4562,134
s23,CA23DG_body_L,EmoR-SC,3.9638,134
s23,CA23DG_body_L,EmoR-SI,1.4177,134
s23,CA23DG_body_L,EmoK,1.3572,134
s23,CA23DG_body_L,EmoM,0.11676,134
s23,CA23DG_body_L,NeuR-SC,2.6762,134
s23,CA23DG_body_L,NeuR-SI,0.98736,134
s23,CA23DG_body_L,NeuK,1.9563,134
s23,CA23DG_body_L,NeuM,-1.5503,134
s25,CA23DG_body_L,ALL,0.10788,179
s25,CA23DG_body_L,EmoR-SC,0.080243,179
s25,CA23DG_body_L,EmoR-SI,0.29129,179
s25,CA23DG_body_L,EmoK,0.17156,179
s25,CA23DG_body_L,EmoM,-1.9067,179
s25,CA23DG_body_L,NeuR-SC,0.29009,179
s25,CA23DG_body_L,NeuR-SI,1.0939,179
s25,CA23DG_body_L,NeuK,0.52575,179
s25,CA23DG_body_L,NeuM,-2.287,179
s26,CA23DG_body_L,ALL,0.75461,156
s26,CA23DG_body_L,EmoR-SC,0.69772,156
s26,CA23DG_body_L,EmoR-SI,-0.58868,156
s26,CA23DG_body_L,EmoK,1.1742,156
s26,CA23DG_body_L,EmoM,0.41302,156
s26,CA23DG_body_L,NeuR-SC,1.4513,156
s26,CA23DG_body_L,NeuR-SI,-0.43837,156
s26,CA23DG_body_L,NeuK,0.48234,156
s26,CA23DG_body_L,NeuM,3.2635,156
s27,CA23DG_body_L,ALL,-0.3532,135
s27,CA23DG_body_L,EmoR-SC,0.22151,135
s27,CA23DG_body_L,EmoR-SI,-1.8592,135
s27,CA23DG_body_L,EmoK,0.92261,135
s27,CA23DG_body_L,EmoM,-0.97918,135
s27,CA23DG_body_L,NeuR-SC,0.68325,135
s27,CA23DG_body_L,NeuR-SI,0.33267,135
s27,CA23DG_body_L,NeuK,-1.3739,135
s27,CA23DG_body_L,NeuM,-1.2386,135
s28,CA23DG_body_L,ALL,0.28963,116
s28,CA23DG_body_L,EmoR-SC,-0.44224,116
s28,CA23DG_body_L,EmoR-SI,-0.81968,116
s28,CA23DG_body_L,EmoK,0.59979,116
s28,CA23DG_body_L,EmoM,-0.084278,116
s28,CA23DG_body_L,NeuR-SC,0.043411,116
s28,CA23DG_body_L,NeuR-SI,1.1729,116
s28,CA23DG_body_L,NeuK,1.4218,116
s28,CA23DG_body_L,NeuM,0.45249,116
s04,subiculum_body_L,ALL,-2.8321,37
s04,subiculum_body_L,EmoR-SC,1.4676,37
s04,subiculum_body_L,EmoR-SI,-0.61576,37
s04,subiculum_body_L,EmoK,3.1368,37
s04,subiculum_body_L,EmoM,-13.6898,37
s04,subiculum_body_L,NeuR-SC,-3.3989,37
s04,subiculum_body_L,NeuR-SI,-1.7898,37
s04,subiculum_body_L,NeuK,-4.6362,37
s04,subiculum_body_L,NeuM,-3.131,37
s05,subiculum_body_L,ALL,-0.96209,42
s05,subiculum_body_L,EmoR-SC,0.41405,42
s05,subiculum_body_L,EmoR-SI,-1.3129,42
s05,subiculum_body_L,EmoK,-1.1354,42
s05,subiculum_body_L,EmoM,1.3221,42
s05,subiculum_body_L,NeuR-SC,1.1301,42
s05,subiculum_body_L,NeuR-SI,-1.0115,42
s05,subiculum_body_L,NeuK,0.01446,42
s05,subiculum_body_L,NeuM,-7.9109,42
s06,subiculum_body_L,ALL,3.8666,39
s06,subiculum_body_L,EmoR-SC,3.3432,39
s06,subiculum_body_L,EmoR-SI,6.4024,39
s06,subiculum_body_L,EmoK,6.1466,39
s06,subiculum_body_L,EmoM,3.9047,39
s06,subiculum_body_L,NeuR-SC,4.2001,39
s06,subiculum_body_L,NeuR-SI,0.12885,39
s06,subiculum_body_L,NeuK,5.2868,39
s06,subiculum_body_L,NeuM,-0.82596,39
s07,subiculum_body_L,ALL,1.686,39
s07,subiculum_body_L,EmoR-SC,3.2488,39
s07,subiculum_body_L,EmoR-SI,1.2602,39
s07,subiculum_body_L,EmoK,2.502,39
s07,subiculum_body_L,EmoM,2.2218,39
s07,subiculum_body_L,NeuR-SC,3.2078,39
s07,subiculum_body_L,NeuR-SI,-1.4885,39
s07,subiculum_body_L,NeuK,1.9756,39
s07,subiculum_body_L,NeuM,0.46958,39
s08,subiculum_body_L,ALL,-1.4546,40
s08,subiculum_body_L,EmoR-SC,1.3266,40
s08,subiculum_body_L,EmoR-SI,0.59106,40
s08,subiculum_body_L,EmoK,-3.4173,40
s08,subiculum_body_L,EmoM,-2.4351,40
s08,subiculum_body_L,NeuR-SC,-0.92808,40
s08,subiculum_body_L,NeuR-SI,-1.4797,40
s08,subiculum_body_L,NeuK,-4.9291,40
s08,subiculum_body_L,NeuM,-0.36483,40
s09,subiculum_body_L,ALL,0.11456,53
s09,subiculum_body_L,EmoR-SC,0.1686,53
s09,subiculum_body_L,EmoR-SI,-0.25027,53
s09,subiculum_body_L,EmoK,-0.26649,53
s09,subiculum_body_L,EmoM,1.7498,53
s09,subiculum_body_L,NeuR-SC,-0.84374,53
s09,subiculum_body_L,NeuR-SI,-1.3049,53
s09,subiculum_body_L,NeuK,0.44134,53
s09,subiculum_body_L,NeuM,1.1973,53
s10,subiculum_body_L,ALL,-4.03,51
s10,subiculum_body_L,EmoR-SC,-4.5183,51
s10,subiculum_body_L,EmoR-SI,-3.5961,51
s10,subiculum_body_L,EmoK,-4.662,51
s10,subiculum_body_L,EmoM,2.7032,51
s10,subiculum_body_L,NeuR-SC,-4.9898,51
s10,subiculum_body_L,NeuR-SI,-4.9028,51
s10,subiculum_body_L,NeuK,-6.1194,51
s10,subiculum_body_L,NeuM,-5.7772,51
s11,subiculum_body_L,ALL,1.2122,44
s11,subiculum_body_L,EmoR-SC,2.3181,44
s11,subiculum_body_L,EmoR-SI,1.5795,44
s11,subiculum_body_L,EmoK,0.82399,44
s11,subiculum_body_L,EmoM,0.51597,44
s11,subiculum_body_L,NeuR-SC,1.4065,44
s11,subiculum_body_L,NeuR-SI,1.0651,44
s11,subiculum_body_L,NeuK,2.2787,44
s11,subiculum_body_L,NeuM,-0.59078,44
s13,subiculum_body_L,ALL,-0.26209,40
s13,subiculum_body_L,EmoR-SC,1.4181,40
s13,subiculum_body_L,EmoR-SI,-4.3035,40
s13,subiculum_body_L,EmoK,-0.45443,40
s13,subiculum_body_L,EmoM,4.0843,40
s13,subiculum_body_L,NeuR-SC,1.4376,40
s13,subiculum_body_L,NeuR-SI,-1.992,40
s13,subiculum_body_L,NeuK,2.332,40
s13,subiculum_body_L,NeuM,-1.7967,40
s14,subiculum_body_L,ALL,0.045731,29
s14,subiculum_body_L,EmoR-SC,-1.5116,29
s14,subiculum_body_L,EmoR-SI,0.23495,29
s14,subiculum_body_L,EmoK,0.10182,29
s14,subiculum_body_L,EmoM,1.468,29
s14,subiculum_body_L,NeuR-SC,-1.843,29
s14,subiculum_body_L,NeuR-SI,0.74967,29
s14,subiculum_body_L,NeuK,0.74593,29
s14,subiculum_body_L,NeuM,0.89414,29
s16,subiculum_body_L,ALL,4.9046,29
s16,subiculum_body_L,EmoR-SC,6.8776,29
s16,subiculum_body_L,EmoR-SI,9.749,29
s16,subiculum_body_L,EmoK,6.4293,29
s16,subiculum_body_L,EmoM,-4.0341,29
s16,subiculum_body_L,NeuR-SC,5.7622,29
s16,subiculum_body_L,NeuR-SI,3.2807,29
s16,subiculum_body_L,NeuK,5.3719,29
s16,subiculum_body_L,NeuM,0.73698,29
s17,subiculum_body_L,ALL,-1.2105,41
s17,subiculum_body_L,EmoR-SC,1.3198,41
s17,subiculum_body_L,EmoR-SI,0.33099,41
s17,subiculum_body_L,EmoK,-0.87331,41
s17,subiculum_body_L,EmoM,-0.64965,41
s17,subiculum_body_L,NeuR-SC,-5.9186,41
s17,subiculum_body_L,NeuR-SI,-0.87704,41
s17,subiculum_body_L,NeuK,-0.743,41
s17,subiculum_body_L,NeuM,-2.2145,41
s18,subiculum_body_L,ALL,1.5547,49
s18,subiculum_body_L,EmoR-SC,1.9867,49
s18,subiculum_body_L,EmoR-SI,2.5579,49
s18,subiculum_body_L,EmoK,0.6628,49
s18,subiculum_body_L,EmoM,2.3893,49
s18,subiculum_body_L,NeuR-SC,1.7027,49
s18,subiculum_body_L,NeuR-SI,2.2545,49
s18,subiculum_body_L,NeuK,3.4344,49
s18,subiculum_body_L,NeuM,-3.2045,49
s19,subiculum_body_L,ALL,-0.15923,36
s19,subiculum_body_L,EmoR-SC,-0.43643,36
s19,subiculum_body_L,EmoR-SI,-0.25833,36
s19,subiculum_body_L,EmoK,-0.47778,36
s19,subiculum_body_L,EmoM,2.034,36
s19,subiculum_body_L,NeuR-SC,0.92134,36
s19,subiculum_body_L,NeuR-SI,-3.2998,36
s19,subiculum_body_L,NeuK,0.50614,36
s19,subiculum_body_L,NeuM,0.1025,36
s20,subiculum_body_L,ALL,-2.6922,46
s20,subiculum_body_L,EmoR-SC,-2.0601,46
s20,subiculum_body_L,EmoR-SI,-0.46063,46
s20,subiculum_body_L,EmoK,-4.1327,46
s20,subiculum_body_L,EmoM,-3.9383,46
s20,subiculum_body_L,NeuR-SC,1.3089,46
s20,subiculum_body_L,NeuR-SI,-3.7335,46
s20,subiculum_body_L,NeuK,-5.2077,46
s20,subiculum_body_L,NeuM,-3.5217,46
s21,subiculum_body_L,ALL,2.0479,42
s21,subiculum_body_L,EmoR-SC,2.0321,42
s21,subiculum_body_L,EmoR-SI,2.8503,42
s21,subiculum_body_L,EmoK,2.7883,42
s21,subiculum_body_L,EmoK,2.7883,42
s21,subiculum_body_L,NeuR-SC,2.0325,42
s21,subiculum_body_L,NeuR-SI,1.0781,42
s21,subiculum_body_L,NeuK,0.77618,42
s21,subiculum_body_L,NeuM,6.4265,42
s22,subiculum_body_L,ALL,1.3933,52
s22,subiculum_body_L,EmoR-SC,0.95449,52
s22,subiculum_body_L,EmoR-SI,-0.26251,52
s22,subiculum_body_L,EmoK,0.78238,52
s22,subiculum_body_L,EmoM,1.9364,52
s22,subiculum_body_L,NeuR-SC,4.5927,52
s22,subiculum_body_L,NeuR-SI,3.2024,52
s22,subiculum_body_L,NeuK,-0.016964,52
s22,subiculum_body_L,NeuM,1.1843,52
s23,subiculum_body_L,ALL,1.8767,46
s23,subiculum_body_L,EmoR-SC,1.7333,46
s23,subiculum_body_L,EmoR-SI,2.6315,46
s23,subiculum_body_L,EmoK,1.5535,46
s23,subiculum_body_L,EmoM,0.11005,46
s23,subiculum_body_L,NeuR-SC,2.5813,46
s23,subiculum_body_L,NeuR-SI,3.8497,46
s23,subiculum_body_L,NeuK,1.3524,46
s23,subiculum_body_L,NeuM,0.71366,46
s25,subiculum_body_L,ALL,1.3231,36
s25,subiculum_body_L,EmoR-SC,0.95683,36
s25,subiculum_body_L,EmoR-SI,2.7839,36
s25,subiculum_body_L,EmoK,2.8358,36
s25,subiculum_body_L,EmoM,0.4933,36
s25,subiculum_body_L,NeuR-SC,0.26966,36
s25,subiculum_body_L,NeuR-SI,1.205,36
s25,subiculum_body_L,NeuK,0.53615,36
s25,subiculum_body_L,NeuM,0.621,36
s26,subiculum_body_L,ALL,-0.23782,57
s26,subiculum_body_L,EmoR-SC,0.85004,57
s26,subiculum_body_L,EmoR-SI,0.50077,57
s26,subiculum_body_L,EmoK,0.39778,57
s26,subiculum_body_L,EmoM,-0.26339,57
s26,subiculum_body_L,NeuR-SC,-0.20928,57
s26,subiculum_body_L,NeuR-SI,-1.5388,57
s26,subiculum_body_L,NeuK,-0.85322,57
s26,subiculum_body_L,NeuM,-0.89623,57
s27,subiculum_body_L,ALL,-0.26382,40
s27,subiculum_body_L,EmoR-SC,-0.24886,40
s27,subiculum_body_L,EmoR-SI,0.72767,40
s27,subiculum_body_L,EmoK,0.36711,40
s27,subiculum_body_L,EmoM,-0.98129,40
s27,subiculum_body_L,NeuR-SC,2.8093,40
s27,subiculum_body_L,NeuR-SI,-2.4632,40
s27,subiculum_body_L,NeuK,-1.8857,40
s27,subiculum_body_L,NeuM,-0.92686,40
s28,subiculum_body_L,ALL,0.69145,50
s28,subiculum_body_L,EmoR-SC,1.1945,50
s28,subiculum_body_L,EmoR-SI,0.12382,50
s28,subiculum_body_L,EmoK,1.3288,50
s28,subiculum_body_L,EmoM,0.75579,50
s28,subiculum_body_L,NeuR-SC,1.1466,50
s28,subiculum_body_L,NeuR-SI,1.9918,50
s28,subiculum_body_L,NeuK,0.45337,50
s28,subiculum_body_L,NeuM,-1.8941,50
s04,wHipp_body_L,ALL,-0.7487,330
s04,wHipp_body_L,EmoR-SC,0.079941,330
s04,wHipp_body_L,EmoR-SI,-0.35281,330
s04,wHipp_body_L,EmoK,0.15053,330
s04,wHipp_body_L,EmoM,-0.72467,330
s04,wHipp_body_L,NeuR-SC,-1.5641,330
s04,wHipp_body_L,NeuR-SI,-1.0073,330
s04,wHipp_body_L,NeuK,-1.2883,330
s04,wHipp_body_L,NeuM,-1.2829,330
s05,wHipp_body_L,ALL,-0.30105,429
s05,wHipp_body_L,EmoR-SC,-0.14919,429
s05,wHipp_body_L,EmoR-SI,0.49716,429
s05,wHipp_body_L,EmoK,-0.44731,429
s05,wHipp_body_L,EmoM,-1.7952,429
s05,wHipp_body_L,NeuR-SC,0.65129,429
s05,wHipp_body_L,NeuR-SI,-0.38686,429
s05,wHipp_body_L,NeuK,-0.81669,429
s05,wHipp_body_L,NeuM,-1.286,429
s06,wHipp_body_L,ALL,0.14262,314
s06,wHipp_body_L,EmoR-SC,-0.17924,314
s06,wHipp_body_L,EmoR-SI,0.37335,314
s06,wHipp_body_L,EmoK,0.087736,314
s06,wHipp_body_L,EmoM,0.42033,314
s06,wHipp_body_L,NeuR-SC,-0.076224,314
s06,wHipp_body_L,NeuR-SI,0.80664,314
s06,wHipp_body_L,NeuK,0.18232,314
s06,wHipp_body_L,NeuM,-1.0906,314
s07,wHipp_body_L,ALL,0.5303,372
s07,wHipp_body_L,EmoR-SC,0.83154,372
s07,wHipp_body_L,EmoR-SI,0.43073,372
s07,wHipp_body_L,EmoK,0.15221,372
s07,wHipp_body_L,EmoM,1.4195,372
s07,wHipp_body_L,NeuR-SC,0.24692,372
s07,wHipp_body_L,NeuR-SI,-0.68407,372
s07,wHipp_body_L,NeuK,1.3782,372
s07,wHipp_body_L,NeuM,0.7859,372
s08,wHipp_body_L,ALL,0.49942,356
s08,wHipp_body_L,EmoR-SC,1.8062,356
s08,wHipp_body_L,EmoR-SI,1.0208,356
s08,wHipp_body_L,EmoK,-0.57583,356
s08,wHipp_body_L,EmoM,0.49974,356
s08,wHipp_body_L,NeuR-SC,0.41776,356
s08,wHipp_body_L,NeuR-SI,1.2309,356
s08,wHipp_body_L,NeuK,0.12876,356
s08,wHipp_body_L,NeuM,-0.53295,356
s09,wHipp_body_L,ALL,0.28783,439
s09,wHipp_body_L,EmoR-SC,0.39229,439
s09,wHipp_body_L,EmoR-SI,-0.41498,439
s09,wHipp_body_L,EmoK,0.47003,439
s09,wHipp_body_L,EmoM,-0.15023,439
s09,wHipp_body_L,NeuR-SC,-0.28599,439
s09,wHipp_body_L,NeuR-SI,1.7841,439
s09,wHipp_body_L,NeuK,0.15831,439
s09,wHipp_body_L,NeuM,0.40834,439
s10,wHipp_body_L,ALL,-0.4506,424
s10,wHipp_body_L,EmoR-SC,-0.7006,424
s10,wHipp_body_L,EmoR-SI,-0.1786,424
s10,wHipp_body_L,EmoK,1.0592,424
s10,wHipp_body_L,EmoM,0.053397,424
s10,wHipp_body_L,NeuR-SC,-0.96503,424
s10,wHipp_body_L,NeuR-SI,-0.72435,424
s10,wHipp_body_L,NeuK,-1.4783,424
s10,wHipp_body_L,NeuM,-0.51728,424
s11,wHipp_body_L,ALL,0.52473,336
s11,wHipp_body_L,EmoR-SC,2.4897,336
s11,wHipp_body_L,EmoR-SI,0.11132,336
s11,wHipp_body_L,EmoK,-0.082828,336
s11,wHipp_body_L,EmoM,0.80058,336
s11,wHipp_body_L,NeuR-SC,0.26918,336
s11,wHipp_body_L,NeuR-SI,-0.12213,336
s11,wHipp_body_L,NeuK,0.65495,336
s11,wHipp_body_L,NeuM,-0.012375,336
s13,wHipp_body_L,ALL,0.71817,336
s13,wHipp_body_L,EmoR-SC,1.1743,336
s13,wHipp_body_L,EmoR-SI,-0.46148,336
s13,wHipp_body_L,EmoK,1.7045,336
s13,wHipp_body_L,EmoM,1.7465,336
s13,wHipp_body_L,NeuR-SC,1.2057,336
s13,wHipp_body_L,NeuR-SI,-0.29896,336
s13,wHipp_body_L,NeuK,1.1505,336
s13,wHipp_body_L,NeuM,-0.041587,336
s14,wHipp_body_L,ALL,0.42116,392
s14,wHipp_body_L,EmoR-SC,0.065103,392
s14,wHipp_body_L,EmoR-SI,0.58199,392
s14,wHipp_body_L,EmoK,0.64687,392
s14,wHipp_body_L,EmoM,-0.086253,392
s14,wHipp_body_L,NeuR-SC,1.3424,392
s14,wHipp_body_L,NeuR-SI,0.6725,392
s14,wHipp_body_L,NeuK,0.61227,392
s14,wHipp_body_L,NeuM,-0.63477,392
s16,wHipp_body_L,ALL,0.8512,368
s16,wHipp_body_L,EmoR-SC,1.1363,368
s16,wHipp_body_L,EmoR-SI,1.5501,368
s16,wHipp_body_L,EmoK,1.4759,368
s16,wHipp_body_L,EmoM,-1.3576,368
s16,wHipp_body_L,NeuR-SC,1.3003,368
s16,wHipp_body_L,NeuR-SI,0.24722,368
s16,wHipp_body_L,NeuK,0.82417,368
s16,wHipp_body_L,NeuM,0.94266,368
s17,wHipp_body_L,ALL,-0.70127,349
s17,wHipp_body_L,EmoR-SC,0.64818,349
s17,wHipp_body_L,EmoR-SI,-0.99201,349
s17,wHipp_body_L,EmoK,-0.65741,349
s17,wHipp_body_L,EmoM,-1.3064,349
s17,wHipp_body_L,NeuR-SC,-0.52644,349
s17,wHipp_body_L,NeuR-SI,-0.30502,349
s17,wHipp_body_L,NeuK,-0.77536,349
s17,wHipp_body_L,NeuM,-1.2167,349
s18,wHipp_body_L,ALL,0.43993,410
s18,wHipp_body_L,EmoR-SC,1.3175,410
s18,wHipp_body_L,EmoR-SI,0.42747,410
s18,wHipp_body_L,EmoK,-0.55629,410
s18,wHipp_body_L,EmoM,1.3536,410
s18,wHipp_body_L,NeuR-SC,1.0645,410
s18,wHipp_body_L,NeuR-SI,-0.18316,410
s18,wHipp_body_L,NeuK,0.88577,410
s18,wHipp_body_L,NeuM,-0.85325,410
s19,wHipp_body_L,ALL,0.33388,335
s19,wHipp_body_L,EmoR-SC,-0.59708,335
s19,wHipp_body_L,EmoR-SI,-0.42185,335
s19,wHipp_body_L,EmoK,-0.3853,335
s19,wHipp_body_L,EmoM,0.21487,335
s19,wHipp_body_L,NeuR-SC,1.4087,335
s19,wHipp_body_L,NeuR-SI,0.56243,335
s19,wHipp_body_L,NeuK,0.74915,335
s19,wHipp_body_L,NeuM,1.1203,335
s20,wHipp_body_L,ALL,-1.5786,394
s20,wHipp_body_L,EmoR-SC,-0.040374,394
s20,wHipp_body_L,EmoR-SI,-2.3968,394
s20,wHipp_body_L,EmoK,-2.1371,394
s20,wHipp_body_L,EmoM,-2.4184,394
s20,wHipp_body_L,NeuR-SC,-1.4139,394
s20,wHipp_body_L,NeuR-SI,-1.2633,394
s20,wHipp_body_L,NeuK,-1.4183,394
s20,wHipp_body_L,NeuM,-1.4774,394
s21,wHipp_body_L,ALL,-0.25355,330
s21,wHipp_body_L,EmoR-SC,-0.34971,330
s21,wHipp_body_L,EmoR-SI,0.16263,330
s21,wHipp_body_L,EmoK,-0.52122,330
s21,wHipp_body_L,EmoK,-0.52122,330
s21,wHipp_body_L,NeuR-SC,-0.37675,330
s21,wHipp_body_L,NeuR-SI,-0.43933,330
s21,wHipp_body_L,NeuK,-0.23727,330
s21,wHipp_body_L,NeuM,1.1883,330
s22,wHipp_body_L,ALL,0.81606,413
s22,wHipp_body_L,EmoR-SC,0.55333,413
s22,wHipp_body_L,EmoR-SI,0.88008,413
s22,wHipp_body_L,EmoK,1.5487,413
s22,wHipp_body_L,EmoM,-0.12339,413
s22,wHipp_body_L,NeuR-SC,1.8689,413
s22,wHipp_body_L,NeuR-SI,0.40492,413
s22,wHipp_body_L,NeuK,0.67371,413
s22,wHipp_body_L,NeuM,0.6041,413
s23,wHipp_body_L,ALL,0.69353,376
s23,wHipp_body_L,EmoR-SC,1.2938,376
s23,wHipp_body_L,EmoR-SI,0.92305,376
s23,wHipp_body_L,EmoK,0.65818,376
s23,wHipp_body_L,EmoM,0.1572,376
s23,wHipp_body_L,NeuR-SC,1.4668,376
s23,wHipp_body_L,NeuR-SI,1.1079,376
s23,wHipp_body_L,NeuK,1.1128,376
s23,wHipp_body_L,NeuM,-1.6519,376
s25,wHipp_body_L,ALL,0.5745,447
s25,wHipp_body_L,EmoR-SC,0.45408,447
s25,wHipp_body_L,EmoR-SI,0.84916,447
s25,wHipp_body_L,EmoK,1.1411,447
s25,wHipp_body_L,EmoM,-0.79668,447
s25,wHipp_body_L,NeuR-SC,0.39084,447
s25,wHipp_body_L,NeuR-SI,1.1354,447
s25,wHipp_body_L,NeuK,0.52434,447
s25,wHipp_body_L,NeuM,-0.51245,447
s26,wHipp_body_L,ALL,0.25058,426
s26,wHipp_body_L,EmoR-SC,0.46139,426
s26,wHipp_body_L,EmoR-SI,-0.37504,426
s26,wHipp_body_L,EmoK,0.19428,426
s26,wHipp_body_L,EmoM,0.076242,426
s26,wHipp_body_L,NeuR-SC,0.59446,426
s26,wHipp_body_L,NeuR-SI,-0.94118,426
s26,wHipp_body_L,NeuK,-0.49944,426
s26,wHipp_body_L,NeuM,2.9426,426
s27,wHipp_body_L,ALL,-0.39658,369
s27,wHipp_body_L,EmoR-SC,-0.35277,369
s27,wHipp_body_L,EmoR-SI,-1.3408,369
s27,wHipp_body_L,EmoK,-0.027166,369
s27,wHipp_body_L,EmoM,-0.2563,369
s27,wHipp_body_L,NeuR-SC,1.1701,369
s27,wHipp_body_L,NeuR-SI,-0.22655,369
s27,wHipp_body_L,NeuK,-1.8434,369
s27,wHipp_body_L,NeuM,-0.60692,369
s28,wHipp_body_L,ALL,0.33226,348
s28,wHipp_body_L,EmoR-SC,-0.13966,348
s28,wHipp_body_L,EmoR-SI,-0.28475,348
s28,wHipp_body_L,EmoK,0.15398,348
s28,wHipp_body_L,EmoM,0.44323,348
s28,wHipp_body_L,NeuR-SC,0.85007,348
s28,wHipp_body_L,NeuR-SI,1.209,348
s28,wHipp_body_L,NeuK,0.74339,348
s28,wHipp_body_L,NeuM,-0.44714,348
s04,wHipp_tail_L,ALL,-0.2422,15
s04,wHipp_tail_L,EmoR-SC,-1.1594,15
s04,wHipp_tail_L,EmoR-SI,-1.5532,15
s04,wHipp_tail_L,EmoK,0.63841,15
s04,wHipp_tail_L,EmoM,-0.20265,15
s04,wHipp_tail_L,NeuR-SC,2.5584,15
s04,wHipp_tail_L,NeuR-SI,-3.0446,15
s04,wHipp_tail_L,NeuK,1.3539,15
s04,wHipp_tail_L,NeuM,-0.52836,15
s05,wHipp_tail_L,ALL,-0.17221,34
s05,wHipp_tail_L,EmoR-SC,1.1278,34
s05,wHipp_tail_L,EmoR-SI,-0.019064,34
s05,wHipp_tail_L,EmoK,-0.93867,34
s05,wHipp_tail_L,EmoM,-5.5554,34
s05,wHipp_tail_L,NeuR-SC,3.1024,34
s05,wHipp_tail_L,NeuR-SI,-1.3028,34
s05,wHipp_tail_L,NeuK,0.62267,34
s05,wHipp_tail_L,NeuM,-2.919,34
s06,wHipp_tail_L,ALL,5.1871,1
s06,wHipp_tail_L,EmoR-SC,12.8879,1
s06,wHipp_tail_L,EmoR-SI,9.6124,1
s06,wHipp_tail_L,EmoK,8.3408,1
s06,wHipp_tail_L,EmoM,-7.343,1
s06,wHipp_tail_L,NeuR-SC,6.8264,1
s06,wHipp_tail_L,NeuR-SI,-3.5719,1
s06,wHipp_tail_L,NeuK,10.1586,1
